,domain,privacy_link,hash,init_language,valid_language,text_content,rank
4953,nihon-u.ac.jp,https://nihon-u.ac.jp/sitepolicy/,ceaad5bc06590217301a03913cf1e2123cce8ba5198e5a22480018f4ae445e14,Japan,ja,,49603
2634,curama.jp,https://curama.jp/security-camera-install/,d8f60052da5e4bc50dc4c7a2cddff1e68d1694e7d3165f29c0c16898980cbcca,Japan,ja,,49655
2635,curama.jp,https://curama.jp/window-security/,ea46b4f23e20a05647357f1d1ff0f02025d02ce0ce67aab5f928e0255806c0f9,Japan,ja,,49655
2638,curama.jp,https://curama.jp/security/,8c3a0a97553c4d8ce6ca0939822cf6a73ab561dd918687ff8f7066f56cc4c12a,Japan,ja,,49655
2639,curama.jp,https://curama.jp/privacy/,308de092b72ba9161bd3e2a554f56756b0ae98cdf45f138a2ee69d7d37324bf3,Japan,ja,,49655
2641,curama.jp,https://curama.jp/bike-security-alarm-installation/,998d7c24e7852d56dacc759665e6bbef11d06b885e5bb0ae23e23405ce54a403,Japan,ja,,49655
3917,airregi.jp,https://airregi.jp/doc/privacy.html?20240529-170900,0f916367c3507773cc2d5ed4cca1c6f81ccd64189737f296398d1be028911d75,Japan,ja,,49803
2553,www.neweracap.jp,https://www.neweracap.jp/policies/privacy-policy,c8512fd1a658ab1f15f1f8b7b0d79f1706e4daf1b689d6b746c2c0d93d05a6e2,Japan,ja,,49931
2554,www.neweracap.jp,https://www.neweracap.jp/policies/refund-policy,c4cc4612d8adad0474fdebd0744760da915ee8c0b4f0723cd9f5b66afd10b41d,Japan,ja,,49931
2556,www.neweracap.jp,https://www.neweracap.jp/policies/legal-notice,a928c5a74fc497c2a82599f7fd65e9623681866453f1dd598622f04ef893a714,Japan,ja,,49931
2610,neweracap.jp,https://neweracap.jp/policies/legal-notice,1d2b4d6f484dc19b4d72e9c01100962d3def42cceaeff1b93d5821c343716e80,Japan,ja,,49931
2611,neweracap.jp,https://neweracap.jp/policies/privacy-policy,df021a0d65b7a0cd19559005c4dbb9606cdb8ccc986752af8d15a1ab40e2c471,Japan,ja,,49931
2612,neweracap.jp,https://neweracap.jp/policies/refund-policy,63a2f34c0d574d03b239b4c6f3d61759acdda6f71235f11529b3b9f2d141062d,Japan,ja,,49931
1214,eonet.jp,https://eonet.jp/service/option/net/securitypack/,0b946c49838970cdefebae7c0c184d23f97806d0d03129a9b362679c2d37fea9,Japan,ja,,50245
3686,chiikawamarket.jp,https://chiikawamarket.jp/pages/policy,d5805909f735d6d686d51476d139443ef391023d74529292b6cd8ea64a6e77e2,Japan,ja,,50333
5275,www.sousou.co.jp,https://www.sousou.co.jp/?mode=privacy,d58ad0dca79d53bccb54b8cb3622373e70501f02bbee5ae7bb830de67118eb03,Japan,ja,,50488
4107,smartlog.jp,https://smartlog.jp/privacypolicy,8fc2f6c72310eadc87d1ad254f85bee43956f0200b52d2a61d4ee31a5d255072,Japan,ja,,50684
2262,club-t.com,https://club-t.com/ct/information/function/covenant/privacy/,dfe4ac83351e3a8a303fc4a665387fa4643751cf4d0faf787d3bf87c320f9e5d,Japan,ja,,50692
1036,www.shochiku.co.jp,https://www.shochiku.co.jp/company/ir/security/,a40597de57ff27c4a3cbe564bcf73fd9c13fc7cbda65444c5bdc72f9363671b1,Japan,ja,,50755
1037,www.shochiku.co.jp,https://www.shochiku.co.jp/company/profile/policy/,31c2dad41ec8694787b6e8eef0fc6c4047fd7ac11fb6a0fea53c589987dbb5b1,Japan,ja,,50755
1038,shochiku.co.jp,https://shochiku.co.jp/privacypolicy,18ff03863ea6cae39438252c463cfd6181619221f001b8b36f758d6af4efd1de,Japan,ja,,50755
1039,shochiku.co.jp,https://shochiku.co.jp/privacy/,f6a928949f1bbe10112b0cf4986fb76822458c16876a3896ab1b593ce4057185,Japan,ja,,50755
2052,tokai-tv.com,https://tokai-tv.com/others/security/,b06ba1f555866646344a578f7fef3cd4f238e41ff8bff778c10baa270d7041c2,Japan,ja,,50779
2053,tokai-tv.com,https://tokai-tv.com/privacy_policy/,e256fb13f0bfb2e6e9834e7b249ee84a56919dd63bbd7573263ee273814ff716,Japan,ja,,50779
1555,yapp.li,https://yapp.li/agreement.html,6fcd09b3e4c71777c3f3da22473e45ce51751f817669dddc68515d1575239008,Japan,ja,,50787
1557,yapp.li,https://yapp.li/aboutagreement.html,2687803fcb4e6e117927626e8d1f65821309392404097df4dcef61be914ae164,Japan,ja,,50787
1558,yapp.li,https://yapp.li/cookiepolicy.html,4d94f76ae69765a2d05694191ac339486783637285bea72bf74a843cd1d014df,Japan,ja,,50787
1559,yapp.li,https://yapp.li/security.html,0e9ad50db22cda9ddd6b1cda3959edf7ca5e28f9c072788d54ada6e01f497ef0,Japan,ja,,50787
1930,job.girls-chat.tv,https://job.girls-chat.tv/privacy.php,4b5fefa2aba769a20d7299e5000a3f995e41db04ab84057be5cc889f9139a0e5,Japan,ja,,50951
2964,sp.baystars.co.jp,https://sp.baystars.co.jp/notice/privacy.html,7ebd11c0113e3cea9c7c98ebe7791e9423d568fb1a4259f034bcc9d524decef2,Japan,ja,,50957
2965,ticketsales.baystars.co.jp,https://ticketsales.baystars.co.jp/site/security,7fa343ea0592ac45912f9f2101a1aee581764383e4135e235e16424cf142229a,Japan,ja,,50957
2966,ticketsales.baystars.co.jp,https://ticketsales.baystars.co.jp/site/agreement,edc4b3826f9dfe5380bcdfe8f72f5ee8a842cf879c0230c764ffbf0ce20c0cc2,Japan,ja,,50957
2967,www.baystars.co.jp,https://www.baystars.co.jp/privacy/,4a996c1f132b999bfc3b5d861ff1441e9f3a25d4b05b41c58ceee8d8a7b0362e,Japan,ja,,50957
2974,baystars.co.jp,https://baystars.co.jp/privacy/,5d9f71c5fc75eb8ba2994c80f8b699219a38326e5249ed36ff5ad8ceb00aa2f1,Japan,ja,,50957
5130,biz-journal.jp,https://biz-journal.jp/tag/council-on-fiscal-and-economic-policy,af6d1aa18972ab202dd1d74190f69afd8d7eab665b4214fd393bef5bea235768,Japan,ja,,51078
5135,biz-journal.jp,https://biz-journal.jp/privacy,ea95185e80a5a2d07910a918654b0ded7dc4106f7f325cbf7644f761c9d8099f,Japan,ja,,51078
1633,www.netoff.co.jp,https://www.netoff.co.jp/policy/,6e0bc95340fd23abb39b22ebe61affa34f39dde66dfcf6022fd97d8db00f0e6f,Japan,ja,,51248
1637,www.netoff.co.jp,https://www.netoff.co.jp/sp/policy/index.html,b488d21691c43478bed461d6431cfca312dea39641d847a17185d5d60a76a14d,Japan,ja,,51248
810,www.ipros.jp,https://www.ipros.jp/privacy/,1026b464ff212e3062fa72f5264013a199de66a7fc9f5eef95d698bd2e5544ac,Japan,ja,,51428
841,www.ipros.jp,https://www.ipros.jp/legal/,65598f479088f121e795c9e38584660744131bc0fd7240ab895f78db4358080f,Japan,ja,,51428
1410,www.ponparemall.com,https://www.ponparemall.com/genre/security-goods/?dscv=pc_PFTOP010101_mallGenreList,1e992717483ed22ebb7f726d24e654133a6781b99ab8cc93871b53909e6b3c0c,Japan,ja,,51442
1429,www.ponparemall.com,https://www.ponparemall.com/genre/security/?dscv=pc_PFTOP010101_mallGenreList,28b63d3841abca635246b46b0b68c4a8573ac144b150adb40926c00edc21daca,Japan,ja,,51442
855,haisha-yoyaku.jp,https://haisha-yoyaku.jp/privacy_protection.html,4e0abc5bece29a8a11f4ad6d93d1e0025d1ee7513487502559a230794e4db337,Japan,ja,,52903
856,haisha-yoyaku.jp,https://haisha-yoyaku.jp/privacy.html,df7d5724730be7bdd1d9d9f849ff332ca6d20e15b764eecf5836997f9c6ffc69,Japan,ja,,52903
858,haisha-yoyaku.jp,https://haisha-yoyaku.jp/socialpolicy/,6ec8b6d727080ed86412ae6dc720f73e64bc60f1de3fa4ac461df5037011ceba,Japan,ja,,52903
4235,www.naturum.co.jp,https://www.naturum.co.jp/contents/info/privacy/?ref=footer,d88624d352ffdf9bf257f0965fc4a12d39baf820420d3869c95c9f78c82bdcb8,Japan,ja,,53162
4247,naturum.co.jp,https://naturum.co.jp/contents/info/privacy/?ref=footer,00745894d7b3749fec308f92a44b779bc4a14e1bec679f1ed393d92055ad92c7,Japan,ja,,53162
3985,chonborista.com,https://chonborista.com/privacy/,c4eda568b4eed71187115b5eb76989a1a3ab96483e84e1e7dfdb47a45e989340,Japan,ja,,53317
2589,hikaritube.com,https://hikaritube.com/policy.php,f833aba734d576fd955ad54530807ab3aad76e3bbec5cc638d48d5940ff1fb96,Japan,ja,,53773
1428,ubie.app,https://ubie.app/policy,59d8131a01466006d2ab7cb2f2efe3e57923677dbaa0fa9ec04789b699581f72,Japan,ja,,53996
3610,yuyu-tei.jp,https://yuyu-tei.jp/info/privacy/,f662be08ded00d92a91b3746b66bc064ae8746badfb95abf8a029d859d5b930d,Japan,ja,,54062
3814,yuyu-tei.jp,https://yuyu-tei.jp/info/privacy,6c299c6ff65691ff4fa9623d2aae6ffd95ca95424f86199f9d5791ca50e7e30d,Japan,ja,,54062
1636,caloo.jp,https://caloo.jp/terms/privacy,e1c4d4ef6f648565dd53c7463ddd2d68746aa2f16bf4241a22dc8a3e83e0f214,Japan,ja,,54517
4065,oppaisan.com,https://oppaisan.com/privacypolicy/,7b6cfbd0737ae1a0c791287c2581b29f8a552cf8d74fde7ca2b9ffa5855323b6,Japan,ja,,54557
3077,ranking.net,https://ranking.net/privacy,20930928716ccfc1769ef8e1346dabf69a9fa17a15d231e4bac295a64b5dbb9a,Japan,ja,,54559
3116,sunshinecity.jp,https://sunshinecity.jp/policy.html,ef79fb79d0b093676d994bb198afe96128df23c4c8e6e59d575901409f546002,Japan,ja,,54627
3118,sunshinecity.jp,https://sunshinecity.jp/sns_policy.html,755bf3555e906e0b86ff7e66350d336fb067963e413256bb659d50959729b30b,Japan,ja,,54627
4614,ticketjam.jp,https://ticketjam.jp/privacy,9ecebe7376d09781f163b90456376f567da0c09bfce4df425eaa774b92ad6412,Japan,ja,,54850
2616,tunag.jp,https://tunag.jp/policy,641780ea6717efe1946a96010a01ccddc4a01945491960359442fc754ea11645,Japan,ja,,54851
2619,tunag.jp,https://tunag.jp/security,0b1d276272e832f7a6fedebe58dc04d4c5122379c8ec7473ce778b3763c3dab9,Japan,ja,,54851
1579,www.arzon.jp,https://www.arzon.jp/privacy.html,68a2da87bea17113711825b8fcb7c340e4a533cf6bec20af18fddbcb9694b9e6,Japan,ja,,54937
4972,stransa.co.jp,https://stransa.co.jp/security/,75679c4e878a3a809167c441049f0e15ac7b45263e86ccf28bb6f1601c50f870,Japan,ja,,54984
4960,shop.buffaloes.co.jp,https://shop.buffaloes.co.jp/guide/?policy,4174604515b5b7cb4003d83e3f485fb6bb43e716f3caaedeb374522b8455d83d,Japan,ja,,55045
4999,buffaloes.co.jp,https://buffaloes.co.jp/company/sitepolicy.html,ae9197ed84359d287886c24e9e84e4428a163fabb2df2998ebeb51714ac7ec07,Japan,ja,,55045
5000,buffaloes.co.jp,https://buffaloes.co.jp/company/privacy.html,b8693e71c58177ea524837d0503a4cfe207b5c1255ee0bf1a341b6a1709ee4f1,Japan,ja,,55045
5031,buffaloes.co.jp,https://buffaloes.co.jp/stadium/guide/agreement.html,7ed24b755fc5a8b2276033114837844abdf5919c1f88df1093b344350b6015f8,Japan,ja,,55045
4121,aktsk.jp,https://aktsk.jp/recruit/privacy/,777347b37e517d91d5f1980e7d8fe921457d96fe15eaa19c012b07bf8de51261,Japan,ja,,55056
4122,aktsk.jp,https://aktsk.jp/ir/policy.html,a3da8c0dca713415ba2df4e4610a14504abcbaf52f9c6c535acd0503b32992af,Japan,ja,,55056
4123,aktsk.jp,https://aktsk.jp/privacy/,6d24e2fa95db2999eda4bae92cfa91b37cbed92331cb959c874a7470ae691afc,Japan,ja,,55056
569,peta2.jp,https://peta2.jp/static.php?t=1718876610&f=privacy,5a9cd3422aba70715d31607e5935ee1afa07eb1c55291c434dee814a6e8db47c,Japan,ja,,55122
580,peta2.jp,https://peta2.jp/static.php?t=1718876605&f=privacy,06e547d489f3800fd6ffbe2d05ed6d1ebc12853e5824e1f2dcc799e9ec68cd23,Japan,ja,,55122
582,peta2.jp,https://peta2.jp/static.php?t=1718876603&f=privacy,afdfb7e398645f39f350dfa99ea05057c252241639ac51d34395a4fc7cf392d1,Japan,ja,,55122
1252,peta2.jp,https://peta2.jp/static.php?t=1718903802&f=privacy,6e3136bfb39dbcd8aa086ae26e2832925c47e1abce79febfc7c292e5d632e5e2,Japan,ja,,55122
1253,peta2.jp,https://peta2.jp/static.php?t=1718903797&f=privacy,35718a83dead751431f8d04f6d8634059d2b57712673ca24af249b9b7c1bcb1a,Japan,ja,,55122
1254,peta2.jp,https://peta2.jp/static.php?t=1718903804&f=privacy,879deb8bb929501869100fd686ff59c878ae8f505a1080e17bb7637587062bcc,Japan,ja,,55122
428,smt-cinema.com,https://smt-cinema.com/privacy/policy.html,3b3a2f276343cd8f83f9a0baf9de7147d29e3c388c8f23f79d1deca43f532c74,Japan,en,,55124
430,smt-cinema.com,https://smt-cinema.com/privacy/index.html,ee69c220eec0833f85084c16ad16380e9096a480445ddd225be67ab687e02fec,Japan,ja,,55124
433,www.smt-cinema.com,https://www.smt-cinema.com/privacy/,f0e11cf52d558dbc1caad83909c8e39d958ea47b52e16e3a55df7902ef50eb95,Japan,ja,,55124
1542,as-web.jp,https://as-web.jp/privacy,fe7c837bd2cad05c6966acce59b147bbc2ead2ea0c46466999a3cb315e76cc13,Japan,ja,,55199
3011,lamire.jp,https://lamire.jp/media-policy,0e08c662555973449fda200bbdcb2888b469e7d2dce0ced12e2cb839a44306dd,Japan,ja,,55200
5050,info.489pro.com,https://info.489pro.com/privacy/,23789326e71cc1d1ce35a4b57c5ffdaed386bcfba6cecacd3a7fbfbcca24d4b8,Japan,ja,,55535
1635,www.shinyusha.co.jp,https://www.shinyusha.co.jp/privacypolicy/,eea23d3ab554b966d4f47459940ccec8a625291695b2aeb5b07bcd031626c68b,Japan,ja,,55746
1638,shinyusha.co.jp,https://shinyusha.co.jp/privacypolicy/,e564db70b9ef7277021e777dff7304b0f09d21ef4cc38c0dc1836d5f85d3159c,Japan,ja,,55746
4060,appllio.com,https://appllio.com/editorial-policy,21e4ce05817c4ef11c261d32cea4c97ab676437abeb31f5fcee900588779fe73,Japan,ja,,55752
4061,appllio.com,https://appllio.com/policy,fd13b0ef881e0e78661dbf654071b5a78e962e7066fcb898a080ad069ca9c28d,Japan,ja,,55752
2845,lashinbang.com,https://lashinbang.com/privacy/,07abf9887dd62b8fee0dc44438c9138c0e061395ea2f559913a3222a4d7687a3,Japan,ja,,55769
2846,lashinbang.com,https://lashinbang.com/security/,4dd948ecc34022d65787085ee2c822184adb51c9e3938518d6f835fc128bbbab,Japan,ja,,55769
1324,moeero-library.com,https://moeero-library.com/tag/flyingcookies,aabd414270234ca4d73480de664233e0538c6a3ccb0f6769f306951bc787dc89,Japan,ja,,55773
1755,pakutaso.com,https://pakutaso.com/userpolicy.html,f964aab9050fb95041906f1f0406eea57c38a78540f45e6210dee41145750ffb,Japan,ja,,55905
1756,www.pakutaso.com,https://www.pakutaso.com/content-policy.html,160b6510da73ea3215de372ca0559fcddf308d88b916fde863da2ef385f978aa,Japan,ja,,55905
1328,cloudsign.jp,https://cloudsign.jp/about/legal/,323b6f778aed06dbe0ff548f34dbc35d5dd1f26b54791f5278c42dd47b53b61e,Japan,ja,,56026
1330,cloudsign.jp,https://cloudsign.jp/about/security/,bda230343bc20b9c0c9dbaf6d872ff96ec548fb8f3af4d379f42a6794a93b5d9,Japan,ja,,56026
1332,cloudsign.jp,https://cloudsign.jp/policy,f27c7137d5041d704dc0c45c077a6f1adc4d13b1a48e07fac89686cd45bba84c,Japan,ja,,56026
1333,cloudsign.jp,https://cloudsign.jp/privacy,27c12ac5251d9c1966337ea010e9dc4ceb6305ea93dc322e9305d3c6df8673ce,Japan,ja,,56026
2768,livede55.com,https://livede55.com/privacy,aca66a6b4d57f25447ce333e0ae9b2b8bdd428a53ca134a71493ff60738f1f06,Japan,ja,,56045
2769,livede55.com,https://livede55.com/security,d131347564c7114165f415eed21ade7870c183dd63f15ddedcaa1f1811397503,Japan,ja,,56045
1068,pokemon-card.com,https://pokemon-card.com/policy.html,8b5526ae0af8f3fda2bf816a7257d37c2155b5847aa692c2644da9fecb9bcca1,Japan,ja,,56055
1074,www.pokemon-card.com,https://www.pokemon-card.com/event/players_policy/,f673f23e9af7a518bd9e73eaabd0d4b90e6868b8907260014498afb840a9181a,Japan,ja,,56055
1076,www.pokemon-card.com,https://www.pokemon-card.com/policy.html,3be39eef911f1ef76e5abf4c16e31e49526249cc51181f25195fea0657e1758a,Japan,ja,,56055
4146,sakidori.co,https://sakidori.co/content_policy,8a677f0dfcf6e17040658c3c1510e38ed8672cae3bf45ca6bad3253651e8e4ae,Japan,ja,,56056
4150,sakidori.co,https://sakidori.co/privacy,21ecbfb7f3efcdb512327d35e74a058b268fde4d53e97510dbfa15da7c8e78f2,Japan,ja,,56056
5174,sales-crowd.jp,https://sales-crowd.jp/common/privacy,5dbe4534c2c40ef8032fb0d6a01aea27863e76f5e2a65f7a533607ddddfff6b3,Japan,ja,,56057
2571,sauna-ikitai.com,https://sauna-ikitai.com/privacy,5587056bbe6176841867ebc0d913bf78d101d65a7f15bf9d6ec773bfd286a6b4,Japan,ja,,56058
1691,tvkingdom.jp,https://tvkingdom.jp/info/help/gtv/howto/kiyaku/privacypolicy.html,eaba0d27b230be553f06ad245ae494417e7101d15a4fd0dcf5a0df4d3ece9090,Japan,ja,,56130
1999,thedigestweb.com,https://thedigestweb.com/sitepolicy/,bc324ff72b8ed030fc4ccc21a6b5b8c40ba8a1749abd84b5cf1477f14149bc8d,Japan,ja,,56188
663,autoway.jp,https://autoway.jp/privacy-policy,028d9bae2114cb5381dbcf5c5aa0bfd7e6ef5538d6438746efe930ac4b694452,Japan,ja,,56343
1077,www.ieyasu.co,https://www.ieyasu.co/privacy/,81b335b3f3c5ee5317534de14a6b95129b85731f83ea5ec6a5c5599985d4a612,Japan,ja,,56354
1078,www.ieyasu.co,https://www.ieyasu.co/privacy,7fcbbf7e1ab2a48d64b320b83315f4375af844f11aa4203414e3f0daf79e409d,Japan,ja,,56354
4988,log-lio.com,https://log-lio.com/privacy-policy/,a5309330e657ecfdaf21cf0ff1edfa71bcbebf0d001f2de5c237474d175f3932,Japan,ja,,56663
1671,omocoro.jp,https://omocoro.jp/privacy/,f545d2e35915932526e2ec9145db65010550b08c6f7a7972648a95632eb75cc9,Japan,ja,,56667
589,times-info.net,https://times-info.net/site-policy/,528d97ed15920ca5931665d9ed4884ece7db0f0932393cbc88f31458b2fbd01f,Japan,ja,,56852
1290,collabo-cafe.com,https://collabo-cafe.com/privacy-policy/,6522c9870fc56493d283df13d8f4d48defa2f2a6522acaa478472dfcd839a435,Japan,ja,,56926
423,efight.jp,http://efight.jp/legal/,4c9996ff9cd4ab6039d9ad23ac3ba003fb4a9e895e5f8c29b6f85b7eee0fa08e,Japan,ja,,56930
439,efight.jp,https://efight.jp/legal/,387fe72843c6092ae909556c34ad4500bd912276b88b3955ad04d76bb59b23ed,Japan,ja,,56930
4816,www.webcartop.jp,https://www.webcartop.jp/privacy/,f683d3df4ad9fdd90190449118e8f23b7513e2f62288d12270f6c13e857e22c9,Japan,ja,,56969
1523,www.aventertainments.com,https://www.aventertainments.com/policy.aspx?languageID=2,7ff6c77eb369d246184c25a63339a291aa1e24ac500ff5bc586407b17de46755,Japan,ja,,57242
1110,www.24028-net.jp,https://www.24028-net.jp/ext/privacy.html,d4aa390591f44695715e35722a76af5c5d2841b5ffb85cfc6849c8ca577437f7,Japan,ja,,57723
4144,www.autoby.jp,https://www.autoby.jp/privacy,b00ea073bbc75aae43b121bf0f85bb28e3bb09a71ccf8bd9cf555a41ea83564d,Japan,ja,,58039
4177,autoby.jp,https://autoby.jp/privacy,60195f0e1d6cc619be8514f4a3cea0d5542e38e92e361b24560ba9719a6bcbab,Japan,ja,,58039
4118,kansai.bigdesire.co.jp,https://kansai.bigdesire.co.jp/others/privacy.php,25385f4dc2746eb1faa09c3c32d27f77e588d9bab3bab234312f1ae5d3d57e08,Japan,ja,,58216
3021,bihann.com,https://bihann.com/privacypolicy.html,bc113c30a8e252b6148f41a94c6286ec6c77ead8bb08cf19a26361e358519b8f,Japan,ja,,58218
5168,designstoriesinc.com,https://designstoriesinc.com/sitepolicy/,753fa11bc3d6bb7b15d35ed849aae7470c0a6d3e9a20d5d384f6b54b67234a1a,Japan,ja,,58677
4893,entameboy.com,https://entameboy.com/privacy/,94745cdc411fecf2a0c5d8105a4a7196791739af4b141cf9d14f374f8e4d6fcd,Japan,ja,,58933
1789,firecross.jp,https://firecross.jp/etc/privacy,30b33bae13ab10f48ce08902fd27bcebdcc5d74b96a8bc75676a21f8b86c4b73,Japan,ja,,59127
4985,gcgx.games,https://gcgx.games/privacy.html,425090cc94428e60887d5e18fb2897d0223a5cb041599c3cd2971ef39b38f84e,Japan,ja,,59270
3204,u.gendama.jp,https://u.gendama.jp/security/password,bdc2402c74b8cc8c518c4428849eb01e354019ac177a7a1a3b7b81bd03fd2cfd,Japan,ja,,59276
2304,gogo.gs,https://gogo.gs/info/privacy,704a42f7e44d388408bf0139387134d1de730659e3cb46e07dc4b2f6a1f1cd25,Japan,ja,,59337
306,hbox.jp,https://hbox.jp/ext_file/afi_policy,bc2fd52cd2f2bf5707f05cd7c815c1597dcef49b437003adf3f7a40b2b702b15,Japan,ja,,59452
3572,www.itoenhotel.com,https://www.itoenhotel.com/policy/,57f51891c83e55c4ac85c4b1ba28da985de6909d95c1c6e768f6907446d9aaa3,Japan,ja,,59715
3574,www.itoenhotel.com,https://www.itoenhotel.com/privacypolicy/,5df1be9d560be2448c45336241f9c4849106e3eccaa8e96a013a808998cee12d,Japan,ja,,59715
4585,kakomonn.com,https://kakomonn.com/policies/privacy,d478f5ebdbe1deb685e5d1ae889bf8bfe1ad2d6f7b0c402f4fc8a62c172c8cb6,Japan,ja,,59825
657,keirin-station.com,https://keirin-station.com/privacy/,26f3dc8bf1b76a95986d4fc802ba5e29fb4c4a7963ed84032e982d90c7727a58,Japan,ja,,59857
2643,labola.jp,https://labola.jp/company/privacy,c306ea8390d78d4304a257edd4cf9b81fa0706e5b17f03ad8d8d939e8b7c965b,Japan,ja,,59977
2644,labola.jp,https://labola.jp/company/policy,7ff3124b5be6b5c058c679c68963fa1e825a29519f9f2788c531c7700586d1d7,Japan,ja,,59977
2661,labola.jp,https://labola.jp/policy,c4c65894fd03b8cae23958eccbe06c059f023a78ac105eb22b86348d86306521,Japan,ja,,59977
2662,labola.jp,https://labola.jp/privacy,ba4fe943b286be44ec230c505f8ac5c98dd8f48888a9552c99ea6dc5398bd062,Japan,ja,,59977
2943,line-tatsujin.com,https://line-tatsujin.com/privacypolicy.html,acbc183e616047cadcae50d7e74185af911653dd4b27595ab7319e295995464d,Japan,ja,,60068
2000,logiless.com,https://logiless.com/cookie-policy/,ead4d9a41dd49e7af488de0966952ec2f3e73290c31fb7df90da3358b8d57cd3,Japan,ja,,60121
2001,logiless.com,https://logiless.com/privacy-policy/,82f850c41c8ab91cb592de44663cb31ed276ccd510f4c9d2099fd395f1c62291,Japan,ja,,60121
2004,www.logiless.com,https://www.logiless.com/privacy-policy/,aa8baf18e64514b71174aea23b742c983c1d48aa5edfa8d66421c9baaea12b5f,Japan,ja,,60121
2005,www.logiless.com,https://www.logiless.com/cookie-policy/,809244ce8b9a13900c80ba66db7df149a22289df688bb779b679239c4a191e94,Japan,ja,,60121
3186,milk-key.com,https://milk-key.com/privacypolicy.php,396773cb66d03f3774924c9626ca78f8dcdadf8b5b1e6682ab45a30873dc18dd,Japan,ja,,60382
1176,motorgate.jp,https://motorgate.jp/support/agreement,f6b0eb967e7af0ee92c931c69581f6136aee7a3c2befce74de9fe522b4d5029e,Japan,ja,,60484
1177,motorgate.jp,https://motorgate.jp/support/agreement/protosolution,68699341fbe310f494a90c92339120accc96ff335a5998275a4123ffa305d398,Japan,ja,,60484
5103,mufgcard.com,https://mufgcard.com/reason/security/index.html,3375c5ac1d63c0db184780759c9811106ccb66abb6089636c764a21e890eeafe,Japan,ja,,60515
5112,mufgcard.com,https://mufgcard.com/corporate/policy/credit/index.html,364a7e15e1b04de00c180e71f8fe67c992347e43c1d50d7736dbbb977f77e06d,Japan,ja,,60515
5114,mufgcard.com,https://mufgcard.com/corporate/policy/financial_crimes/index.html,b7cb1224d994e83a19dea3089467d93e7997f20537f6cd08eab262c617093736,Japan,ja,,60515
5115,mufgcard.com,https://mufgcard.com/corporate/policy/invite/index.html,3a5460a6e40663846d6d9672956ad4d7acd7b9bf834e6566d3d2dddfb904f121,Japan,ja,,60515
5117,mufgcard.com,https://mufgcard.com/merchant/support/menu/security_service.html,a84f4d350ba898f51bbbba51a5a6bf24dd36784f5059bb37c64fecd84dc5d527,Japan,ja,,60515
5118,mufgcard.com,https://mufgcard.com/corporate/policy/compliance/index.html,16e1d3657c3068e28a0447ca1b4a35f6b47bae7faa375acf08d42fee374d96f1,Japan,ja,,60515
5119,mufgcard.com,https://mufgcard.com/corporate/policy/index.html,1dbbfc16d4d5aab0667fda3d0d4c5977f48be95842c0f138edc8bc9097fd6d1f,Japan,ja,,60515
5121,mufgcard.com,https://mufgcard.com/corporate/policy/security/index.html,51faf68d5f9e6b198397e70e5788357775dd0d95b677adcbb032246e3c7713c6,Japan,ja,,60515
5122,mufgcard.com,https://mufgcard.com/corporate/policy/privacy/protect_data.html,ce6170727858cd4407db1fec78f781f27649894a9df60e674decd3190e39f305,Japan,ja,,60515
5127,mufgcard.com,https://mufgcard.com/corporate/policy/privacy/corporate_data.html,475ccc63a2526d5e0d2fcb95e933446da7b703f2fd59b829314639957fbcda10,Japan,ja,,60515
1763,myoji-yurai.net,https://myoji-yurai.net/privacy.htm,440d5d217a61e47afa07da3deab5c280013a25ade7d0f0f283bb0bee6cbc03c8,Japan,ja,,60558
658,nehannn.com,https://nehannn.com/privacypolicy.html,69bcdeb6cb7c7ce0fce4ef08d8aed656ca997e66c99f3ba2c5ba230e824177c1,Japan,ja,,60614
4527,p-tora.com,http://p-tora.com/company/privacy.html,44e52f49f9596dbc738a39889ceaa70e13b386edd93063a4fec43c5391a09257,Japan,ja,,60828
