domain,privacy_link,hash,init_language,valid_language,text_content,policy_downloaded
www.sumy.org.cn,https://www.sumy.org.cn/privacy.html,b2545fb9903fc3e5eb1017c0dcd4a45a7f6e4489304f4d2cc1a0b21e03c6b1ab,China,,,TRUE
www.vansky.com,https://www.vansky.com/legal/copyright.html,7be61c2cc2a7509ad63f087a32ada394ece94e3a4ec42891d2d8da409cce8e9b,China,,,TRUE
www.vansky.com,https://www.vansky.com/legal/disclaimer.html,d9688237a3b3e8e1b04130f1d60578be512e26c8756477ca2f3731bf43bcdd5c,China,,,TRUE
sumy.org.cn,https://sumy.org.cn/privacy.html,af06f08c96ee2e4a9203224677663003105c93316545ec0c11af580ca928a7ed,China,,,TRUE
socialepoch.com,https://socialepoch.com/e-landing-page/privacy-policy/,75f3bb0183d55fbe89e22e769ac860ee2c41d67884355affa01dc4c38e6c7948,China,,,TRUE
tigerbbs.com,https://tigerbbs.com/agreement/CHN-TigerCommunityRules?skin=2,aac57605311b88ea0bd3f0abfcac28f724e1ee49edbe10d4b8e0f106e07ea57c,China,,,TRUE
tigerbbs.com,https://tigerbbs.com/agreement/CHN-PrivacyPolicy?skin=2,8e85aaaf5c3483225567c1abaca20dbea0745eec7d90ec92b53b57264cf893fd,China,,,TRUE
tigerbbs.com,https://tigerbbs.com/agreement/CHN-ServiceAgreement?skin=2,eadfdd27ad27606ce319dc4f41576f529004c6bb03c84425bcb81f2b2edf993b,China,,,TRUE
tigerbbs.com,https://tigerbbs.com/agreement/CHN-GuideforComplaints?skin=2,d34fc0ae5c3673a836d73904e57c7be021763aa0a7b03b19b9bd1c3f2927cffe,China,,,TRUE
tigerbbs.com,https://tigerbbs.com/agreement/CHN-AccountManage?skin=2,f31c3a8e2162e3b934faf6c74269b973a33eac0aacc9291dc2c328b07c6b4ddf,China,,,TRUE
vansky.com,https://vansky.com/legal/copyright.html,852532709b7bafc9674f878657d86611e3bacd8fecf66b23bfeb22a0a0071489,China,,,TRUE
www.423down.com,https://www.423down.com/privacy,5cfddb8ec280786f4f92751d5bbc50732e049b1a5408a0f232d37f64f30fc137,China,,,TRUE
www.synology.cn,https://www.synology.cn/zh-cn/products/company/legal/terms_conditions,45ce61a50ac5541aeb6185f6d33b2777860f28a6971873b223eb5da7af907ed8,China,,,TRUE
www.synology.cn,https://www.synology.cn/zh-cn/company/legal/cookie_policy,d900be6a5c1ed9e4165dbf2fbd0d892411169c21b83e11815b50557458b8a263,China,,,TRUE
www.synology.cn,https://www.synology.cn/zh-cn/products/company/legal/privacy,ebf573263c2f9ce64f988b2b5f49e9f3652970019c0dcb289fc2e3204cb5a585,China,,,TRUE
dhgames.com,https://dhgames.com/other/privacy-cn.html,c82ad0a408a930bba1fd09813ce90410a04ba6b0e0c982d57fa51591a9dcc12c,China,,,TRUE
tk.link,https://tk.link/privacy,6e44712cdfcc962a672a5d384c2a41b685a004c6f9d2f2263386d830d3046b2c,China,,,TRUE
synology.cn,https://synology.cn/company/legal/warranty,be3bbe6e0ab4fab63c9298b108e57b6fe11ba8c7dda954ab116998aca8d11afa,China,,,TRUE
synology.cn,https://synology.cn/products/company/legal/terms_conditions,d38f7d587f8ad48d1fe98e247447d25d5d274093619d532ea95b274eb3b4053c,China,,,TRUE
synology.cn,https://synology.cn/products/company/legal/privacy,77b69f523655e512cd1a06786fe73cbbe5f26c2d1c6d01fa43af606033679852,China,,,TRUE
synology.cn,https://synology.cn/company/legal/privacy,6d2c7f90b3707eb1762884d5a10c3f95ae653b1279d61cdb5d9912de25f5d20e,China,,,TRUE
synology.cn,https://synology.cn/company/legal/terms_conditions,bab16af8be44871efb5bfdf7e35eb745bd3493d064fff8e8f39275ba7d7c5334,China,,,TRUE
agreement.gaoxiaojob.com,https://agreement.gaoxiaojob.com/docs/privacy-policy/,ae6980400916979ba1169c592bfbdb29d8722b1764701a5e8cc7a0caa3dae412,China,,,TRUE
agreement.gaoxiaojob.com,https://agreement.gaoxiaojob.com/docs/service-agreement/,e030d35c0f84a859ce292f1c2c26eb1e8cdf42eb4b483c237efa5fe575bf3686,China,,,TRUE
www.yunzhijia.com,https://www.yunzhijia.com/public/agreement/privacy.html,9f4eae7f6de816ff71fb8443b410a08c7038130962534e5f70d251d4543399c3,China,,,TRUE
www.yunzhijia.com,https://www.yunzhijia.com/public/agreement/client-agreement.html,61a4ffe420878d5f01d5f7152998fb3d267322e5d6e7aaca3a341cbb5297d236,China,,,TRUE
open.yunzhijia.com,https://open.yunzhijia.com/opendocs/docs.html#/agreement/sla,ba586c6cf424443baea21c444c532017d1940a9935595155978960b1a48cd977,China,,,TRUE
yunzhijia.com,https://yunzhijia.com/home/?m=open&a=security&s=link,27bbbdc14a6955e7d12bf516507a9ee8dc385fcad5b10a29bf1b6ddb9a49bad9,China,,,TRUE
www.banyunjuhe.com,https://www.banyunjuhe.com/privacy.html,4ec2ce2214c3025bf46169dbaeda77d5422f767d0529eee06d21280db66df8b4,China,,,TRUE
yunzhijia.com,https://yunzhijia.com/home/?m=open&a=security&s=voiceAssistant,289cdefc34b83e33722f6d3edc48da0603281ee81d975da3a3b374d5aaeef6e6,China,,,TRUE
yunzhijia.com,https://yunzhijia.com/home/?m=open&a=security&s=erp,554a77cd36dd53fb0e5cbd16e741d42148abcf4e58f5051cdb47191d4cc23126,China,,,TRUE
learnku.com,https://learnku.com/docs/guide/privacy/4994,bd3d38f95ee2147c84a0884f90148bfeac6174362f6681a398549aa99fdfa60b,China,,,TRUE
www.ppdai.com,https://www.ppdai.com/latest/agency/privacy_policy.html,52a81989aed7a868e759878548704cff1b160f19d2c073d35cad7a4340aed1c3,China,,,TRUE
www.ooopic.com,https://www.ooopic.com/intro/about/privacyPolicy/,8d962324b48bcb726942bf7680cdd5040194308634d07ab2c4b7f0239bcb1fed,China,,,TRUE
depot.fenbi.com,https://depot.fenbi.com/fenbi-user-agreement/index.html,e1d1f123a68bc916b0df1a421e0bc67336b6b63eac5fdaf18c95db2c630d3701,China,,,TRUE
depot.fenbi.com,https://depot.fenbi.com/fenbi-privacy/index.html,c191b34e74a6ab73cc95ff61fb2d1a36dc39cee59ed79f3157d8113e0dec66ea,China,,,TRUE
www.99bill.com,https://www.99bill.com/footer/privacyPolicy.html,acb29779058e1d01f80e221b7422e9336047fe711f361e9e2cb2373af2ad8dbf,China,,,TRUE
prismaaccess.cn,https://prismaaccess.cn/privacydatasheet/,62d4e296e90ced0d41ff4de39236216e0b08f3631cde066d16e7487368e9d9e9,China,,,TRUE
e.vhall.com,https://e.vhall.com/v3/privacyPolicy,e494cd8c6a67e37867349ac09a1f9213fbe7df0b61d8cd2f4aed16f27b8e3464,China,,,TRUE
e.vhall.com,https://e.vhall.com/v3/privacyUPo,4473f952dd2de8fcaa2eb4151121463789124806e650f31de4edc29678078131,China,,,TRUE
www.touchsprite.com,https://www.touchsprite.com/agreement,b4338c44bb1a0ed64f4405e8487621d74d74d0303c19461b370fd38d09f8fb74,China,,,TRUE
gamepp.com,https://gamepp.com/privacy-policy.html,c8215c30c83b4a10f8d8f3de1ce41f1b750c49c5ffeb6cd16ec2b77acf236023,China,,,TRUE
touchsprite.com,https://touchsprite.com/agreement,2b6f5ab3b5e9f13ce56896caeb6e3035253b441b419e5251a342f0ce123918c9,China,,,TRUE
www.buyiju.com,https://www.buyiju.com/site/privacy.html,af32cce5f1d39545dcb3f55c713ed1ebd4398a7a055535adf10cd93f7ff46c79,China,,,TRUE
help.fanli.com,https://help.fanli.com/a/about/privacy.html,6b56e676f7ee194a980905489024515883b0805dfeda6a6d9335a2340f2331af,China,,,TRUE
user.guopan.cn,https://user.guopan.cn/agreement.html,80a3ef202cc37e8734c869d8fbfb4a2e5feafb205030886beeaed21f52cecb3a,China,,,TRUE
akspeedy.com,https://akspeedy.com/html/privacy-agreement.html,299aa5a241ba54d526fcfa6ee7fa755315f331e02f694249102a4dfff773415e,China,,,TRUE
akspeedy.com,https://akspeedy.com/html/service-agreement.html,49884033528d3b6c117a66303597ca2a10e341c5a88027d22b1e8acdad4168e4,China,,,TRUE
support.hostcli.com,https://support.hostcli.com/security,ec32bfd25d747608180ade80ed334fe90b1df03f83a4c7ddcbf0e27f15d0bebe,China,,,TRUE
mybogames.com,https://mybogames.com/private.html,abcd26fe615073caa789e7abd0a36833c995c89f47bccd4a37a73e69f234dd97,China,,,TRUE
mybogames.com,https://mybogames.com/en/policy/index.html,3421cde0b03d2753469a272fb19b1f3230209fa1a2b1c0881d57afefd98230f2,China,,,TRUE
www.kdslife.com,https://www.kdslife.com/privacy,01d304e0c539b0309237dad0e0fe44f8425f1e159a699a0a70453a88b815f3a1,China,,,TRUE
www.shanbay.com,https://web.shanbay.com/web/help/iiedq/ianyg,bba50528dacad62f301e1850a03efe526a22b52655ceff9c500f29c7da85ee74,China,,,TRUE
www.shanbay.com,https://www.shanbay.com/help/about/privacy/,5b6bdf689f9d2032e5f568bf9fcf39ec00b3b5cc43ba19691b10e771d8d27d78,China,,,TRUE
www.shanbay.com,https://www.shanbay.com/help/about/agreement/,a71634b929413b6346d0cb53333ebdc0d5d233e221311c54c9e815fd6e0e2161,China,,,TRUE
www.iiilab.com,https://www.iiilab.com/setting/privacy/#notifications,af9bc369a4b6764f851a6b5946dfa73cf9fe42d2390c2f8c43894963b9c4579d,China,,,TRUE
vipkid.com.cn,https://vipkid.com.cn/web/agreementprivacy,b1b3a13a11da591016fb745fb8b2a80ca70920840d8d48eaa63d6bd31d4753e2,China,,,TRUE
zhugeio.com,https://zhugeio.com/page/privacy,a61ae856bfc5d928cca83de6b8881665fe43196e9b04898c4ed8a76439833cff,China,,,TRUE
www.leisu.com,https://www.leisu.com/privacy,683abb838a1f9c928a4433307a142056afc5d77a245eedb12d77b96995e16fba,China,,,TRUE
youxiaohou.com,https://youxiaohou.com/zh-cn/agreement.html,a4f6a085ed2a132682a39b721eadfccda6124043e65aee28cf3b4cca7f3c9003,China,,,TRUE
xtransfer.cn,https://www.xtransfer.cn/protocol/cookie,237878e99456ccc76872497b3012d891eb2d832f91fc61a02c112a2e1a0abe25,China,,,TRUE
xtransfer.cn,https://xtransfer.cn/protocol/private-policy,16c706ba60a66c4eff99f6955f7fbd91b8159f4ac51c0eaf731a73ede7ca28ad,China,,,TRUE
docs.retiehe.com,https://docs.retiehe.com/privacy.html,ffcd0bcbea731145650d91844fa7895268bb8b8a9f3404caf1904fe29c44658c,China,,,TRUE
x.jlc.com,https://x.jlc.com/privacyAgreementV2,75d8465dd2c7284e44f00934b28ccdca0b5e09f5bc808623e115764eaf16b91f,China,,,TRUE
passport.jlc.com,https://passport.jlc.com/agreement?type=0,e01d19b0364fe3d02183b77160ec1f2d611859f1fad821d9d1f963dfe11f0197,China,,,TRUE
passport.jlc.com,https://passport.jlc.com/privacy,37e0488995c77688c946fce036baebf6a20531af05222e5929201a23cb6940fb,China,,,TRUE
triple-stone.cn,https://triple-stone.cn/legal-notices/,6aef984842237467a7f6355bd70c4d7a62523036df9b6bbadaf0b38edfb83278,China,,,TRUE
kodcloud.com,https://www.kodcloud.com/legal/KodBox%20Privacy%20Policy(CN).html,d3abbe49fd6ccfca7c9020934910b28bb6e58c5c0609ebeff0c8ed81beeaf9c5,China,,,TRUE
kodcloud.com,https://www.kodcloud.com/legal/Kodbox%20User%20Agreement(CN).html,8d36f58eff5509a789ab8f622b6153c1e0dae0f783f470b146c81a7d67d6998f,China,,,TRUE
fc2id.com,https://fc2id.com/cn/privacy.html,bd98cc6e0e6faeeb8fef3cd16ed15c4f290b79213ce363cd64bd3fadb4bc5c06,China,,,TRUE
www.kepuchina.cn,https://www.kepuchina.cn/security,ca0316a29d47d55e0ddafea4e48ed7ffac5772c872a1bf9c958775d2044ff3e6,China,,,TRUE
z5encrypt.com,https://z5encrypt.com/docs/agreement/,f477e1473a236202f4f7dcdba20571a1e8630dd9b0b95ed48ae5a0f2483badce,China,,,TRUE
ppio.work,https://ppio.work/privacy-policy-20240524-v1.html,19a1e09a202516bf1bd71cc7b66f5fca56bac5a5fd39d6f2bb7c610a2b53c10e,China,,,TRUE
visitbeijing.com.cn,https://visitbeijing.com.cn/privacy-policy,41aa72219ea2529d3d680db1fb339038bed93d06f6201f39e0cb595c2c7576ac,China,,,TRUE
baijiayun.com,https://baijiayun.com/auth/legalNotice,5de12af0f5e840906109bf51676688d739c32178673546169b321aeac1da0ce9,China,,,TRUE
wow.blizzard.cn,https://wow.blizzard.cn/news/privacy/20240402/40295_1147014.html,7c53da60c4a0bde55042967af54daf9c15b9c2fa843679d14dd4878507f81f10,China,,,TRUE
wow.blizzard.cn,https://wow.blizzard.cn/news/privacy/20240402/40295_1147016.html,c4024178cfc5c49cf2a0d89db8a36d0dd46ec7560d49cac35fb78bef46c44988,China,,,TRUE
wow.blizzard.cn,https://wow.blizzard.cn/news/privacy/20240402/40295_1147007.html,8db31ffa97ab0525d940adc37e191291ba15c18faca3097248f7e2b02c77828f,China,,,TRUE
wow.blizzard.cn,https://wow.blizzard.cn/news/privacy/20240402/40295_1147022.html,b50a5c6986ab5c15022afcbdf37f008e1f14b9c80b0796f6fe434e25a7d48840,China,,,TRUE
cn.ceibs.edu,https://cn.ceibs.edu/privacy-policy,0d39410214d465d5ecdc5ab00435cd4b0ded6d1a615e3cccefb239d65360dcaf,China,,,TRUE
pop800.com,https://pop800.com/privacy_policy.html,8767e700abbb36e90cfb34b1465eaaac5a101aaafc0a3f44383fca9b2c44fce3,China,,,TRUE
proxy302.com,https://proxy302.com/privacy/,70c7c4461ae6a5ea7759ea0278f271d7ca78ef3ce0a5621717dab5a04045dd33,China,,,TRUE
pop800.com,https://pop800.com/agreement.html,1df7b563f41f832292f4d6b80dc12b60600a5555fbc61b4e2862c778c0c82979,China,,,TRUE
damddos.com,https://damddos.com/products/securityguard,f8f810e604d9925fe319b0b730e67d953c491b24a808ba34ecab2e4c6291da55,China,,,TRUE
kaspersky.com.cn,https://kaspersky.com.cn/anti-corruption-policy,273d8f2228afabfead4352bf5d3b2664453693c04739ef5608bb9a1a5610f9c2,China,,,TRUE
kaspersky.com.cn,https://kaspersky.com.cn/web-privacy-policy,bae0d131e2dc01e5f8760942ae3a3eef11d9cfb877d09db1eef287282859ad98,China,,,TRUE
kaspersky.com.cn,https://kaspersky.com.cn/business/endpoint-security,5b0226c60576c06d3d61ab4c9d106ef0dfce6b8c1390caf52a15276a7b6ff144,China,,,TRUE
kaspersky.com.cn,https://kaspersky.com.cn/business/enterprise-security,057f2e7e47cc994cfc1eb4617074907832afedea1f81f1b9108f52354dd8cb7e,China,,,TRUE
