domain,privacy_link,hash,init_language,valid_language,text_content,policy_downloaded
cafe24.com,https://cafe24.com/agreement/protect-agreement.html,1e6764111fbec02eea3b3e3ac2aa8e1b90918f6b24a738a75de5d7152265417e,Korean,,,FALSE
cafe24.com,https://cafe24.com/agreement/privacy-policy.html,563595a2d48fbecf43adfa0849365a79517aeb6d452785df4bcc996ceae14503,Korean,,,FALSE
www.bastillepost.com,https://www.bastillepost.com/hongkong/privacy-2,9c0dc12e06b1e28c8269d08fbec070a5289e041a1a17a5be0fa4d3dcfa572ed5,Korean,ko,,TRUE
mkkyipfs.com,https://mkkyipfs.com/server/policy.html,d9d96fd70be2c5a026a55c6505ca85adbed4bdc3937c2d50efa70c04f6b8ad86,Korean,zh-cn,,TRUE
mkkyipfs.com,https://mkkyipfs.com/server/security.html,3847f6da5a79f75186396080ded83f5d43821217fecd3dc7464a82e017e49d67,Korean,ko,,TRUE
newsworker.co.kr,https://newsworker.co.kr/com/privacy.html,1b9f091fc50abcf5308301c9c664e2762c9d044c2ca29983ce491a94978119a6,Korean,ko,,TRUE
dunamu.com,https://dunamu.com/terms/dunamu_privacy.html,76ea2eb6487d17962deb1b8e5159e1194ffbb8443b7b0cc603cd2d2f832c136e,Korean,ko,,TRUE
newsworker.co.kr,https://newsworker.co.kr/com/youthpolicy.html,9dd13edc3f97f3baa52f537700be32fce9bbee0b4a4a426b3e61c90e25d523ef,Korean,ko,,TRUE
www.buy123.com.tw,https://www.buy123.com.tw/page/privacy,1aa9fe2e58574768ed97ba9c56e57e2f398747a22491000d30101c7cc56b6ed1,Korean,,,FALSE
h365.games,https://h365.games/privacy-policy,2a616843ba9718d976cf2853db6db1be34831c760470acff10b9bf0127304ef1,Korean,vi,,TRUE
contents.ctrip.com,https://contents.ctrip.com/huodong/privacypolicypc/index?type=1,8ba98f1e923414f5ddabe94e2d296f1bb2fd4ea36c42cfa6e2ab4380b457a1f3,Korean,en,,TRUE
contents.ctrip.com,https://contents.ctrip.com/huodong/privacypolicypc/index?type=0,18144720707d5b0aa07ed53136a32e07655491669cdfb7153b38e44bc2bacbd1,Korean,en,,TRUE
mainpi.com,https://mainpi.com/site/privacy,94a6eedf3ca2b1e1ec96e170d2896036f9a704b558adb090b44b0f768e6575cf,Korean,ko,,TRUE
bastillepost.com,https://bastillepost.com/hongkong/privacy-2,35de418b7096d8634ce823fb795b93e6df30bb182cd8ddb1ee709fee6800d60a,Korean,ko,,TRUE
svc.soldout.co.kr,https://svc.soldout.co.kr/web/user/policy/privacy_policy,b13fd09e998a866ef282b84e51f012ec5fa5aac331071a6a377d3b44e8f30edd,Korean,en,,TRUE
svc.soldout.co.kr,https://svc.soldout.co.kr/web/user/policy/penalty_info?tab=1,8f3f53aa3c171552e723d9579fa4827cfa68df4c4f75efd681057b69401d5bd8,Korean,en,,TRUE
svc.soldout.co.kr,https://svc.soldout.co.kr/web/user/policy/confirm_policy,d02dc06c9b7ab85b4c838273899baf9c082d3519af1c86c1bb2d3915d0c982ef,Korean,en,,TRUE
svc.soldout.co.kr,https://svc.soldout.co.kr/web/user/policy/terms_use,854d777a7b9364ad49cf0021ec53ed1ffb1b3ad3a10ff36706f1aafdc4a6dd81,Korean,en,,TRUE
adorable-pet.com,https://adorable-pet.com/about/about-zh.html#privacy,f6eb2b15ad57251ed55ba58a43d077e76fc89ac15b9f7cbca3631115699ffa4f,Korean,ko,,TRUE
adorable-pet.com,https://adorable-pet.com/about/about-zh.html#policy,858d2a7a9669393a5ca8ff6bb4ff40dc09067d6f69a2fe14a10aac0b01336289,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/service01.php,b2af32c8274bfe5b73c422b53b4972312ce11c8221e0262f98ae01352c916d3c,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr,c8a278400317487b9664b55358e82f1d54fb37252b240ca99abbb515577a6d3c,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/employ.php,ecc7fa7c492cd9228d1548c2d5914b9d3af87ed5e42cabf3ffab7584eeae13ff,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr#container,52e67cef3496cbae5577c4ab1ad088271b600cd413b8332cf2efa0330eb4b414,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/service.php,353da030dff9010b4f3d26d80954ecb9ed41a6500256efea89f8dfb1dc58101a,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/service04.php,ac198043cd9fcb60a803e1d1a58ce1908fa8d6a4c579cc1022547b2392465a0d,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/cdn-cgi/l/email-protection,ecf834d5045c320b0c29e7b2b7c3ad365834ebd55f9157a955a6d5b960fa34d2,Korean,en,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/service02.php,bd0ddb189ccf243bc283335e2c12727fd5e999a49e3d0d5173582ce40e0265c9,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/company/direction.php,549a3e697892dfd80e8aa76f4af61b94bf0e88ec00e276c59230fd41fd342e09,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/service.php#container,99e08cf6bdb60cb7c173caf9b5c8c0fc885ba50c29647e240b6ffa3f0915d911,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/index.php#container,65763db0a55648b0015bc8e2d30849e45635955eaacfbd2c5cebe85215f24e13,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/bbs/login.php,b20b783a3177517a157bf29c5d89fd8a47a1416580b76ce5f252c4de615008cf,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/service03.php,c8e46685af5978ff91f9263b8d38765879c184ba1e16d728d9de1091c9c6e52d,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/bbs/register.php,d049cda28083727ba70544a3bf53f3dc1cb013e242798bfb43bfabed14cf863a,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/index.php#main_con,9dc243de1398028e347cb40e3b70cb3a86ea32fec9ed196cc229ab99cefd6c6d,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/index.php#contact,780714c81cf1f82d55309c41cf707274813dd65b85d4e2faef523553dcd94205,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/cdn-cgi/l/email-protection#056f753c363034456d646b68646c692b6b6071,baee2f9be5bcade6e7e99c0fe6bc059fdc93fcd0d057c273a8d51060c971eb61,Korean,en,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/company/direction.php#container,fa4a926f7741e32094c19787b798ad80da5698c39d86b3e507aa2a3eb239a2a6,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/bbs/write.php?bo_table=employ,db9a1443de6f8a9e1ec81097e95477267645ad6fa197d33db46413a9aebb792e,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr/theme/AT_WEB11/business/employ.php#container,e003e1bee25afcaa5d00fdd2fe876d36d3efd567fdfa51a37dfddc9f217e03ac,Korean,ko,,TRUE
jpsecurity.co.kr,https://jpsecurity.co.kr#contact,0d234835003c853fd60e7f11fe6b7152138769c00c4613be3a6ed1db2a124ca6,Korean,ko,,TRUE
dermamall.co.kr,https://dermamall.co.kr/member/privacy.html,9231b3c552eade1c4179699653fd70b2575c8b357f6c0cda802afc381529ac6a,Korean,,,FALSE
dermamall.co.kr,https://dermamall.co.kr/member/agreement.html,68dd5eea1f8a80d27efae5e5abbb93699f5f57f86128aa4dfe56b45f4fa74495,Korean,,,FALSE
www.69shuba.pro,https://www.69shuba.pro/privacy_policy.html,ca01ebc0f09978a8b37034ea55e0fc2a3ce8d03da1b625ad617ecf569f82beed,Korean,zh-cn,,TRUE
about.steamchina.com,https://about.steamchina.com/parentguardianship_agreement.html,93e2e85a537e9c9a0502c5d463220554fd15c00556cfe955edfeb7b340941ca9,Korean,ko,,TRUE
store.steamchina.com,https://store.steamchina.com/subscriber_agreement?snr=1_60_4__global-responsive-menu,1d56f3e63b1271ea9ecd419ae498cab3e1296698b8bd08e0c986ae460a420d88,Korean,zh-cn,,TRUE
store.steamchina.com,https://store.steamchina.com/privacy_agreement?snr=1_60_4__global-responsive-menu,226fd14916a7377abc449b4c504336ab5b2cb9986e99e1639a5a13dc22129daf,Korean,zh-cn,,TRUE
store.steamchina.com,https://store.steamchina.com/subscriber_agreement?snr=1_4_4__global-responsive-menu,cf9ee8864de42870ac803ee4e77b9c06621027d713380f5a2c961b3bd7092602,Korean,zh-cn,,TRUE
store.steamchina.com,https://store.steamchina.com/privacy_agreement?snr=1_44_44_,9eeb16e770dc922dc9d06e28c32bcbf7155841c58de0ccaf58b019db7644f762,Korean,zh-cn,,TRUE
store.steamchina.com,https://store.steamchina.com/subscriber_agreement?snr=1_44_44_,2cf8f9de1839673bc32abb4f6b5b6dfaaf595f3f6f7576da231b6a6a622e1eb8,Korean,zh-cn,,TRUE
store.steamchina.com,https://store.steamchina.com/privacy_agreement?snr=1_4_4__global-responsive-menu,71b012257827ac4a782d77590aef6af46456f413a9f6445594f3d0ad6f8e7ccd,Korean,zh-cn,,TRUE
novel543.com,https://novel543.com/site/privacy.html,00c22955b1b6815e7d195185ef4cf879cbf4b12ff453fd2d9459992474a0b926,Korean,ko,,TRUE
69shuba.pro,https://69shuba.pro/privacy_policy.html,ac4903585811bdc72926a50589c5045c218125d8ccd60e9f04feeda2995b9803,Korean,zh-cn,,TRUE
cloud.edu.tw,https://cloud.edu.tw/?name=privacy,0d592b84d5d05929642a5ff4d5ed9c610a23e4315b1d9cbb02bcdbf4445a3dfc,Korean,ko,,TRUE
sso.cloud.edu.tw,https://sso.cloud.edu.tw/reg/agreement,acad9880ba0f3859c001d4aaf14646724eb4465dcf444f30c0f8c6738b0855e9,Korean,,,FALSE
cloud.edu.tw,https://cloud.edu.tw/?name=websecurity,ff3c8983c6647636e6fb4fedf7a846f1981a32ffb3cf7b1e20af5a2f218f0811,Korean,ko,,TRUE
cloud.edu.tw,https://cloud.edu.tw/?name=infosecurity,877dbcc16f646a29c82983ae364eac12646bc8e1f3b511e2f5625651a4bd1724,Korean,ko,,TRUE
www.laifeng.com,https://www.laifeng.com/security,ab4cc26d3e76da5d7f784ea6dc94daa0b4bc7063120ce3519f11e1476bebb25c,Korean,zh-cn,,TRUE
www.laifeng.com,https://www.laifeng.com/user/historicalagreement,94bb4d51951694c13404d2909529688d399129ce9fd104b808e4bf62cadb5542,Korean,zh-cn,,TRUE
www.kyobobook.co.kr,https://www.kyobobook.co.kr/contents/privacy-policy,00e82e83fff528808f9ffc38862abe38f3f3e92df0ce0e880c65870d6c905daf,Korean,,,FALSE
www.kyobobook.co.kr,https://www.kyobobook.co.kr/contents/youth-policy,f11f5a20df914b394bbca8862caa9fd38e27155d9f8026739ac21899dd0ae979,Korean,,,FALSE
daegusto.me,https://daegusto.me/privacy_pollicy,e5247777b0bb7ad1d8c33bd54d997c703ae7b6440ad8c1e34a7f11add76beb40,Korean,,,FALSE
datamoa.net,https://datamoa.net/privacy-policy/,b52fb44afdd257e0c7bd643cc28d6a633425e359150fcb7f273c6fd6a4582b11,Korean,en,,TRUE
datamoa.net,https://datamoa.net/privacy-policy/#Cookies,ed8f1cf6ef826bae2d3b30a1f08bed76c415dfeef73f93450bdd8f08d6250e12,Korean,en,,TRUE
datamoa.net,https://datamoa.net/privacy-policy/#Who_we_share_your_data_with,ccbfaa083b5a20e55b4f9462e8c748e1be68f6044988bb8f8c5d6f78e0f5b928,Korean,en,,TRUE
datamoa.net,https://datamoa.net/privacy-policy/#Embedded_content_from_other_websites,21ed4e4aaf4fdf1d34ba5787262461689de59121944d154306bda02b5834d23d,Korean,en,,TRUE
datamoa.net,https://datamoa.net/privacy-policy/#Who_we_are,bcc01fe3e9ee481e9e8f49e0f77180f003bd5317faf688c0bc30d2d255f2cccb,Korean,en,,TRUE
datamoa.net,https://datamoa.net/privacy-policy/#Comments,0bea06e70f5f17e8f2e7f958353ddf4a75a085b577cccea45304991ace4ca576,Korean,en,,TRUE
datamoa.net,https://datamoa.net/privacy-policy/#What_rights_you_have_over_your_data,3422b7ed651a64de9a2acd724ebf9a871fe9909da720e3c124a37f5a25f38447,Korean,en,,TRUE
datamoa.net,https://datamoa.net/privacy-policy/#Media,7b76a0e40a00f445b58465f60e3a4f0fca0eb931e94d8da137ace19913af0345,Korean,en,,TRUE
datamoa.net,https://datamoa.net/privacy-policy/#Where_your_data_is_sent,2a158927e7ab18b101cec1077385471a18a6bcef2d342716757ac8495cdf14c2,Korean,en,,TRUE
datamoa.net,https://datamoa.net/privacy-policy/#How_long_we_retain_your_data,a51a89fec8537bc4015f3db676d33fab88d601bbadfddb71643036d6bda5eac4,Korean,en,,TRUE
www.hunliji.com,https://www.hunliji.com/protocol/privacyPolicyFebruaryPublish_2022.html,67ebed75486e5556cfc368c78e6c4f3c2a66cd83dff1a4455c950cd131608e55,Korean,zh-cn,,TRUE
www.hunliji.com,https://www.hunliji.com/protocol/privacyPolicyFebruaryPre_2022.html,7c9663045ea4dcd3ddf3992d354f31b01a4076b5294bcc1e24cc223f2cf41a31,Korean,zh-cn,,TRUE
bingfong.com,https://bingfong.com/privacy.php,59328a8ea929b21513cdf7046888469abee24248b62d796d210fdc86486dc3f6,Korean,,,FALSE
trueformula.co.kr,https://trueformula.co.kr/member/privacy.html,95ea34e833af6f7f3e14f9af9a139a63b9684808a6748155b69df581336a9086,Korean,,,FALSE
trueformula.co.kr,https://trueformula.co.kr/member/agreement.html,d7456caf7e714b7801c80d6e776497b40e88c11153871ebecfcc398fc55e90e4,Korean,,,FALSE
yedam.com,https://yedam.com/member/agreement.html,77e2bdcf75e60f6968a9a29f6dc57e43fa6500b6e184e575ef62bdaa42024ba8,Korean,,,FALSE
yedam.com,https://yedam.com/member/privacy.html,2e35d568e9b791a1fde923cce879cf8053093a7aeb2f55d9e4ee47ceb77fc200,Korean,,,FALSE
seuic.com,https://seuic.com/privacy.html,b779e9a04df23be726862d5ee2b7365268f623ace66f7a324565275f2b8ae3a7,Korean,zh-cn,,TRUE
ti.duba.net,https://ti.duba.net/agreement?active_tab=serviceLicense,af7c2a49e68f83ff9a75e14fbef30af08a786297c3af54997953f1c591a34f9e,Korean,zh-cn,,TRUE
ti.duba.net,https://ti.duba.net/agreement?active_tab=privacyPolicy,fc032da7019e0f7a166928f4af00b35e81a3ef1a2a93c280ece7a275085ee4f4,Korean,zh-cn,,TRUE
chosong.co.kr,https://chosong.co.kr/gb/bbs/content.php?co_id=privacy,eebe024b3d6ffc6cd73050686e3508e6949b3d7ae18125b81cd2e47706fcb79f,Korean,ko,,TRUE
ewhaian.com,https://ewhaian.com/privacy,ff60a55abdbbc471c748e440ac5803983f77685d10bddad53f5068c531e52b81,Korean,ko,,TRUE
uchat.io,https://uchat.io/user/terms_of_privacy,c1a8cd2f9e40d28d44892c9565a049b06e0c667d47b74f9e0ebe51617fe91144,Korean,ko,,TRUE
ktodaynews.co.kr,https://ktodaynews.co.kr/com/privacy.html,294706fa116a708fe2e5b83793d9089a32f0a2534ca3ca69572d80777023462c,Korean,ko,,TRUE
idomin.com,https://idomin.com/com/youthpolicy.html,b74a580b1346ac173d02446a764e4c1d6c02658d8bf3ae8a71e19931a9ad9781,Korean,ko,,TRUE
ktodaynews.co.kr,https://ktodaynews.co.kr/com/youthpolicy.html,095cd3092d3114fea0a5091dd791a58eb4ff96511423ca110b9deb06d24e17e5,Korean,ko,,TRUE
idomin.com,https://idomin.com/com/privacy.html,8cf753ae941761491613ec53b9b203684e67c950ab3b570ebf7198d9f826c4d2,Korean,ko,,TRUE
www.kcycle.or.kr,http://www.kcycle.or.kr/contents/customPlaza/illegalSiteReportPage.do,70278386bcd947eda089dbaff5fbcdb1d787692cbfce20f169980c05c30e1718,Korean,ko,,TRUE
igunsul.net,https://igunsul.net/policy/privacy,0e09957abab32c87b0aa3202887889f13db566716d87c54b79122b7a4ebc17d4,Korean,ko,,TRUE
igunsul.net,https://igunsul.net/policy/service,48144af3db772cd0417a94e63472030c50c547fa81be8821f90a01394f5f29c8,Korean,ko,,TRUE
4.sky800m.com,http://4.sky800m.com/agreement.aspx,f9bbd992d133bf34db0768091de570444a3eda281dc4debf47e20a91a56c5ed9,Korean,ko,,TRUE
hkjunkcall.com,https://hkjunkcall.com/privacy/policies/health/?entry_point=facebook_page_footer,c9600d984f7c6b6543d70c522942ef4e93030a8a47faed5bba95f7c8656fbdc1,Korean,,,FALSE
hkjunkcall.com,https://hkjunkcall.com/policies/cookies/,95c7fe805e7122384f6fa55c53507c2462d713085b7bceff1e162bd85cf76c2b,Korean,,,FALSE
hkjunkcall.com,https://hkjunkcall.com/privacy/policy/?entry_point=facebook_page_footer,15a08f597d499365559b49bca4cfb5b56cb56fbcc51a78624d56cdc8c0340b15,Korean,,,FALSE
hkjunkcall.com,https://hkjunkcall.com/privacy/center/?entry_point=facebook_page_footer,079a2c9542b59b05f517bd5d7e3a20bd96a54ca805fca2490d1d0098f7cc139b,Korean,,,FALSE
hkjunkcall.com,https://hkjunkcall.com/allactivity?privacy_source=activity_log_top_menu,8157f24e219be2465f9b2a7dc9e114d68c85cb77c78e5677cd0830b92ef27216,Korean,,,FALSE
kcycle.or.kr,https://kcycle.or.kr/contents/customPlaza/illegalSiteReportPage.do,b65d537fc0b54c51aa6a88561b2f87eb584a99f34833e7e8722e2d8aff45bc18,Korean,ko,,TRUE
flextv.co.kr,https://flextv.co.kr/terms/privacy-rules,6921cfd08903a059dc09835765d67a5447a46d117d24a3fb475d7a5812af7254,Korean,ko,,TRUE
toyota.com.tw,https://toyota.com.tw/privacy.aspx,bb008d65f2a8951c6b2293e5ef7cf2a2bf5079e5d78f5f46a414d1982ed8b2e1,Korean,ko,,TRUE
ispscj.com,https://ispscj.com/page.php?nm=processing_policy,f415b29b496f1e8f18a8bcce53fe2055d5c03c68f9f756369d1c5facef02255f,Korean,ko,,TRUE
www.zhaoshang.net,https://www.zhaoshang.net/news/policy/,624afd837f9f86e00f6b0a3af8c7b9c5f551930cec3ccc00a077cde7612b1cd3,Korean,zh-cn,,TRUE
swarte.co.kr,https://swarte.co.kr/pageManageView.php?pageIndex=privacy,4420efc565f17d826611b123eb45d04954e8a23fd83fd52d1f2bc51a272f27e4,Korean,ko,,TRUE
www.yes319.com,https://www.yes319.com/info/privacypolicy.php,cfb39c1d979b02a036f7789931343aa914ae74d2166a6804b86e6f38a6284552,Korean,,,FALSE
168cash.com.tw,https://168cash.com.tw/index/privacy,ffeb15e00e5489529b0d5d8abee8c745831a9d55a5ebabac3b36fc9d9759b7e0,Korean,ko,,TRUE
yes319.com,https://yes319.com/info/privacypolicy.php,c70c4dda0eb9a01709103abb93ccfcd20c740fd1888eeae98782aa743ca744a2,Korean,,,FALSE
ypnadri.com,https://ypnadri.com/bbs/content.php?co_id=privacy,46bb00971dc8689e516d43cdec2cab18bde342f8ab185512c49d18e618f46c10,Korean,ko,,TRUE
oasis.co.kr,https://oasis.co.kr/help/privacy,55c4a94c8630f3eed85d6f5d9fbf60f2cb4b0cade0d49ff2c42e33f63f404f90,Korean,ko,,TRUE
www.taofen8.com,https://www.taofen8.com/html/privacy.html,1a7574fbd12f294af0750aa80568cf1e2f6ca91de58b264ed50daec247c9a174,Korean,zh-cn,,TRUE
www.net-fashion.net,https://www.net-fashion.net/content/privacy/,17a60bbc7dd2192f5aafdfb7064e255ae6b0b7f6b74247fb75ffa490f0a1e673,Korean,ko,,TRUE
api.xiaoheihe.cn,http://api.xiaoheihe.cn/account/privacy_introduce/,b7723ef75a777dd8c20528bac7119fbccdbed29272ea6a6ab50222c8871d25cc,Korean,zh-cn,,TRUE
www.ekn.kr,https://www.ekn.kr/web/agree_info.php?mode=privacyNotice,a8e74368f02a157611ae0aee6ace98cf0e714cc39499070c4267d4d7b0ed37a2,Korean,,,FALSE
16888588.com,https://16888588.com/bbs/content.php?co_id=privacy,66c8d9e5f4560c4c4ce03f1d4053f5f32403a8ce42d46b3c8c3a6e46b170cdf0,Korean,ko,,TRUE
womaneconomy.co.kr,https://womaneconomy.co.kr/com/youthpolicy.html,e961d0ccbb1204e94c4fc317d8addc4452b53b41219df6a6d83769939eaffea2,Korean,ko,,TRUE
womaneconomy.co.kr,https://womaneconomy.co.kr/com/privacy.html,c6653938c04e423a3959c8765dd5fa256c4a87c3ce768bc6796c5f4e76d89367,Korean,ko,,TRUE
pipix.com,https://pipix.com/extra/user_agreement,02fb363fb6580bd19779f36abd9ef4898f69100cc838658e6cab521be93fa54e,Korean,zh-cn,,TRUE
pipix.com,https://pipix.com/extra/account_security,f484c5ff59a6b0ee06733c76f94caecdc4d4528665f16da58452498f9c203868,Korean,zh-cn,,TRUE
pipix.com,https://pipix.com/extra/privacy_policy,3d53f21ab6ba70cc37a170527d75f605f135e386f1b12ae7adb75e5347aa1a85,Korean,ko,,TRUE
www.lativ.com.tw,https://www.lativ.com.tw/Page/policy,b09bec5df5f511ab66d89506b7bbb496a3dde544837e8216d330c186eb5dbfc2,Korean,ko,,TRUE
devicemart.co.kr,https://devicemart.co.kr/member/agreement,ea2deed4d1831917f3b6b9827db8089008117f1acba2536b9242104968f55b65,Korean,ko,,TRUE
console.klaytnapi.com,https://console.klaytnapi.com/ko/policy,539bc0668cc73842ad7904c9d8ddec289446f06dc2002f3688c33cb53ddbb4b7,Korean,en,,TRUE
latimes.kr,https://latimes.kr/com/youthpolicy.html,e019e77830dcde7956719675a335f41d0e6cbc631a78465cb7936415ef33e396,Korean,ko,,TRUE
latimes.kr,https://latimes.kr/com/privacy.html,2b5e8b2878f7e33fd56954964be18147e4daf727f36d6c15dd3b245bb5c71da0,Korean,ko,,TRUE
www.dealbada.com,https://www.dealbada.com/bbs/content.php?co_id=privacy,04a06b67493e4fafabe198aeec8d5ee9c9b74c415a2c0ca6744b5f68933fe0ff,Korean,ko,,TRUE
highnews.co.kr,https://highnews.co.kr/com/youthpolicy.html,f712ff3cea0b5dacf27235bd122cb95aacb4e26d419c16fad776c8efcde4b5fd,Korean,ko,,TRUE
highnews.co.kr,https://highnews.co.kr/com/privacy.html,2eadc186411d96c42f232ab643b0110de04620e67cc9bc72030835afb6610388,Korean,ko,,TRUE
mrmad.com.tw,https://mrmad.com.tw/privacy-policy,f0ff25a2a688a0e26651f029e3f4d00d7395428baebaf46aa8f7d01316b72131,Korean,ko,,TRUE
res.smzdm.com,https://res.smzdm.com/protocol/privacy/,0c386aa89dd470e71331961317d3272296abfd77ad979a42eb0a04db806c676e,Korean,zh-cn,,TRUE
citybus.com.hk,https://citybus.com.hk/content/default.aspx?intLangID=2§ion=footer&page=privacyPolicy,29f9c1cc3a54be3a67e78c4ecc01aadd3d11ad1f0b436f1e22b6060e25b10637,Korean,en,,TRUE
citybus.com.hk,https://citybus.com.hk/content/default.aspx?intLangID=2§ion=footer&page=privacyPolicy&textOnly=true,9dd6d6f27726ab046000f4a15c65dfef8e0e386e7d34c67bbcb27db2271a24a8,Korean,en,,TRUE
citybus.com.hk,https://citybus.com.hk/content/default.aspx?intLangID=2§ion=footer&page=Appprivacypolicy,af8abab653baf2c116965cfc2245188a4810e2881d3eecaebaaeccc294a80a6c,Korean,en,,TRUE
citybus.com.hk,https://citybus.com.hk/content/default.aspx?intLangID=1§ion=footer&page=privacyPolicy&textOnly=true,f416f94c19e48bd2c22d28cea2b40ec280171a8b7b3c3c1b533b846e43d262b3,Korean,en,,TRUE
citybus.com.hk,https://citybus.com.hk/content/default.aspx?intLangID=1§ion=footer&page=Appprivacypolicy,0890ec07e4ec61a29f0887925fa1197b40fbd9c02b2a4b362ea9e418aba38e11,Korean,en,,TRUE
citybus.com.hk,https://citybus.com.hk/content/default.aspx?intLangID=2&section=footer&page=privacyPolicy,099da45f78415e9523bd6c8d664b1a80430a7788092106f38adbb6e3571e091d,Korean,ko,,TRUE
citybus.com.hk,https://citybus.com.hk/content/default.aspx?intLangID=1§ion=footer&page=privacyPolicy,e430e361ac660d49e2e1bdf24da5ccacc47f719946aedd69fd0f6234309cc59d,Korean,en,,TRUE
itembay.com,https://itembay.com/securityService/service/securityServiceMain,f555cfc9cb7d838b02e62e59bc4a58d2d937bed844b17a1edd630c31769e83fc,Korean,ko,,TRUE
devicemart.co.kr,https://devicemart.co.kr/service/agreement,9ca37d92a0931148680127637affad47e9a5046ddf03bf0d7a878a3b54aa081e,Korean,ko,,TRUE
devicemart.co.kr,https://devicemart.co.kr/service/privacy,5f6d20a69b3005d6025dc37ebf4c4ead341e002de46958de0af20362bc4cea24,Korean,ko,,TRUE
cuarex.com,https://cuarex.com/bbs/content.php?co_id=privacy,c08bdec5b2e4b51473ca9710bf0a5424ea16cd418275c22d380910679227c424,Korean,ko,,TRUE
shoppingfun.co,https://shoppingfun.co/main-privacy.php?member=5880412,1aeb5e1bebee68d24ed9e804065548ec9de954631fde42dc0f040612ae2cd50a,Korean,,,FALSE
56k88.com,https://56k88.com/about/about-zh.html#privacy,aaf97453f02d213cb8c8eb59c19d2836cad7c9b583ac2a3a8186a3ce8b66a302,Korean,ko,,TRUE
56k88.com,https://56k88.com/about/about-zh.html#policy,3c866ed563602593d302e7d53436f588242d7fb13b8b22eef2b1d7bd045ecb71,Korean,ko,,TRUE
opview58.com,https://opview58.com/bbs/content.php?co_id=privacy,c05e7b6aa19f75789813045ae521a3a617f069073b8ede80c12714bbb080ade6,Korean,ko,,TRUE
ssadafile.com,https://ssadafile.com/company/policy,63e762d1fbf37b45c9f42cfbc8b9127eddc4ae20bc1652056b43d02175588fb5,Korean,ko,,TRUE
lolchess.gg,https://lolchess.gg/about/privacy,9b59d857a77fb34026b08fb304430966c38bd53202b6aaa0e21f57d65dfb6bb8,Korean,ko,,TRUE
ssadafile.com,https://ssadafile.com/company/privacy,592120f4149b1e39ba61193ba88a4354c78514ac8fabe848c2b016036889b44a,Korean,ko,,TRUE
extrememanual.net,https://extrememanual.net/privacy,e7585c7f91e0da9c47625f94df728aa007cd4aa8f2d990ff19dd9aec2a99d1d8,Korean,,,FALSE
extrememanual.net,https://extrememanual.net/legal-notice,bf0910695c0b010c496c5dccc55a45904bbe3711a20ea2d9fe83e1e7cce037a8,Korean,,,FALSE
www.readandtalk.co.kr,https://www.readandtalk.co.kr/bbs/content.php?co_id=privacy,f639d708445985080b63914af937a567d9dfa375c69090bc85ae41a4415c7283,Korean,ko,,TRUE
yonhapnewstv.co.kr,https://yonhapnewstv.co.kr/privacy,1a5b6cedccf82e4a36ac9e5c753588b1632f2695121d29ce5c6a2d44cb941fec,Korean,ko,,TRUE
jasoseol.com,https://jasoseol.com/policy,9b53c5289b00f2acfc5f3cea0b97ea173b1fe784bb0ff5a85ad3b3fbb48d8cbe,Korean,ko,,TRUE
jasoseol.com,https://jasoseol.com/business/users/privacy,c4bce7a2a69cd4518c5fb33e5708f06448cc88d304f250141f87d4c34239c894,Korean,ko,,TRUE
jasoseol.com,https://jasoseol.com/privacy,fccf616190b314a7f0a53d62ff6d0d6d15a946e9bd78e3934c20a4c03e611fbf,Korean,ko,,TRUE
www.dreamwiz.com,http://www.dreamwiz.com/rules/?pg=youthpolicy,a622ac0a51cf57aeeed77b81c63fa1d6a61ddc128c5bb52a29f8e2ba9fc47840,Korean,ko,,TRUE
